"","satisfaction_level","last_performance_rating","number_of_projects","avg_monthly_hours","years_at_company","had_work_accident","has_left_company","promoted_in_last_5_years","Department","salary_level"
"1719",0.45,0.51,2,137,3,0,1,0,"support","low"
"1720",0.11,0.94,6,266,4,0,1,0,"support","low"
"1721",0.23,0.7,5,168,4,0,1,0,"support","low"
"1722",0.86,0.95,4,270,5,0,1,0,"support","low"
"1723",0.44,0.55,2,141,3,0,1,0,"support","low"
"1724",0.41,0.56,2,133,3,0,1,0,"support","low"
"1725",0.84,0.97,5,256,5,0,1,0,"support","low"
"1726",0.42,0.52,2,160,3,0,1,0,"support","low"
"1727",0.11,0.88,7,275,4,0,1,0,"support","low"
"1728",0.38,0.46,2,160,3,0,1,0,"support","low"
"1729",0.11,0.96,7,244,4,0,1,0,"support","low"
"1730",0.1,0.83,6,271,4,0,1,0,"technical","medium"
"1731",0.86,0.88,5,268,5,0,1,0,"technical","medium"
"1732",0.91,1,4,253,5,1,1,0,"technical","medium"
"1733",0.37,0.53,2,140,3,0,1,0,"management","medium"
"1734",0.46,0.5,2,146,3,0,1,0,"IT","medium"
"1735",0.1,0.89,6,259,5,0,1,0,"IT","medium"
"1736",0.37,0.46,2,127,3,0,1,0,"IT","medium"
"1737",0.4,0.48,2,161,3,0,1,0,"IT","medium"
"1738",0.09,0.78,6,260,4,0,1,0,"IT","medium"
"1739",0.11,0.89,6,272,4,0,1,0,"product_mng","medium"
"1740",0.39,0.48,2,159,3,0,1,0,"product_mng","medium"
"1741",0.89,0.96,4,219,6,0,1,0,"product_mng","medium"
"1742",0.09,0.91,6,243,4,0,1,0,"product_mng","high"
"1743",0.88,0.97,4,255,5,1,1,0,"IT","low"
"1744",0.11,0.9,7,245,4,0,1,0,"RandD","medium"
"1745",0.1,0.95,6,264,5,0,1,0,"RandD","medium"
"1746",0.91,1,4,245,6,0,1,0,"RandD","medium"
"1747",0.44,0.52,2,137,3,0,1,0,"RandD","medium"
"1748",0.63,0.76,2,157,4,0,1,0,"RandD","low"
"1749",0.1,0.87,7,247,4,0,1,0,"marketing","low"
"1750",0.36,0.51,2,144,3,0,1,0,"sales","low"
"1751",0.45,0.51,2,149,3,0,1,0,"accounting","low"
"1752",0.73,1,5,253,6,0,1,0,"support","low"
"1753",0.37,0.55,2,140,3,0,1,0,"technical","low"
"1754",0.09,0.85,7,307,4,0,1,0,"management","low"
"1755",0.41,0.71,3,205,4,0,1,0,"marketing","low"
"1756",0.72,1,5,234,5,0,1,0,"marketing","low"
"1757",0.36,0.54,2,127,3,0,1,0,"marketing","low"
"1758",0.9,1,4,229,5,0,1,0,"sales","low"
"1759",0.44,0.56,2,141,3,0,1,0,"sales","low"
"1760",0.78,0.95,4,260,5,0,1,0,"sales","low"
"1761",0.37,0.52,2,141,3,0,1,0,"sales","low"
"1762",0.4,0.47,2,144,3,1,1,0,"sales","low"
"1763",0.84,1,5,250,5,0,1,0,"sales","low"
"1764",0.09,0.86,6,245,4,0,1,0,"sales","low"
"1765",0.83,0.93,4,269,5,0,1,0,"sales","low"
"1766",0.11,0.87,6,273,4,0,1,0,"sales","low"
"1767",0.37,0.5,2,142,3,0,1,0,"sales","low"
"1768",0.09,0.93,6,273,5,0,1,0,"sales","low"
"1769",0.43,0.47,2,248,2,0,1,0,"sales","medium"
"1770",0.39,0.56,2,147,3,0,1,0,"sales","medium"
"1771",0.85,0.9,2,168,2,0,1,0,"sales","medium"
"1772",0.38,0.52,2,128,3,0,1,0,"sales","medium"
"1773",0.76,0.84,5,227,5,1,1,0,"sales","medium"
"1774",0.44,0.51,2,135,3,0,1,0,"sales","medium"
"1775",0.73,1,4,268,5,0,1,0,"sales","medium"
"1776",0.43,0.53,2,136,3,0,1,0,"sales","medium"
"1777",0.43,0.51,2,149,3,1,1,0,"accounting","medium"
"1778",0.09,0.96,7,264,4,0,1,0,"accounting","medium"
"1779",0.43,0.53,2,143,3,0,1,0,"accounting","medium"
"1780",0.45,0.57,2,138,3,0,1,0,"hr","medium"
"1781",0.42,0.48,2,146,3,0,1,0,"hr","high"
"1782",0.41,0.46,2,150,3,1,1,0,"hr","low"
"1783",0.44,0.55,2,156,3,0,1,0,"hr","medium"
"1784",0.09,0.92,7,245,4,0,1,0,"technical","medium"
"1785",0.41,0.51,2,156,3,0,1,0,"technical","medium"
"1786",0.43,0.51,2,143,3,0,1,0,"technical","medium"
"1787",0.38,0.51,2,159,3,0,1,0,"technical","low"
"1788",0.85,0.96,4,217,5,0,1,0,"technical","low"
"1789",0.88,0.91,4,234,6,0,1,0,"technical","low"
"1790",0.44,0.46,2,138,3,0,1,0,"technical","low"
"1791",0.11,0.92,7,265,4,0,1,0,"technical","low"
"1792",0.38,0.5,2,145,3,0,1,0,"technical","low"
"1793",0.09,0.78,6,263,4,0,1,0,"technical","low"
"1794",0.11,0.79,6,264,4,0,1,0,"technical","low"
"1795",0.11,0.88,6,253,4,0,1,0,"support","low"
"1796",0.44,0.48,2,155,3,0,1,0,"support","low"
"1797",0.38,0.51,2,137,3,0,1,0,"support","low"
"1798",0.1,0.87,6,254,5,0,1,0,"support","low"
"1799",0.45,0.57,2,143,3,0,1,0,"support","low"
"1800",0.11,0.94,7,280,5,0,1,0,"support","low"
"1801",0.36,0.48,2,136,3,0,1,0,"support","low"
"1802",0.72,0.95,5,271,5,0,1,0,"support","low"
"1803",0.43,0.48,2,157,3,0,1,0,"support","low"
"1804",0.45,0.5,2,150,3,0,1,0,"support","low"
"1805",0.4,0.53,2,127,3,0,1,0,"support","low"
"1806",0.1,0.81,6,271,4,0,1,0,"technical","low"
"1807",0.83,0.93,5,257,5,0,1,0,"technical","low"
"1808",0.11,0.8,7,305,4,0,1,0,"technical","medium"
"1809",0.43,0.5,2,152,3,0,1,0,"management","medium"
"1810",0.38,0.5,2,144,3,0,1,0,"IT","medium"
"1811",0.83,1,5,269,5,0,1,0,"IT","medium"
"1812",0.11,0.82,7,285,4,0,1,0,"IT","medium"
"1813",0.43,0.52,2,136,3,0,1,0,"IT","medium"
"1814",0.11,0.88,6,294,4,0,1,0,"IT","medium"
"1815",0.43,0.46,2,157,3,0,1,0,"product_mng","medium"
"1816",0.1,0.89,6,280,4,0,1,0,"product_mng","medium"
"1817",0.44,0.51,2,152,3,0,1,0,"product_mng","medium"
"1818",0.82,0.91,5,276,6,0,1,0,"product_mng","medium"
"1819",0.1,0.86,6,247,4,0,1,0,"IT","medium"
"1820",0.1,0.95,5,286,4,0,1,0,"RandD","high"
"1821",0.3,0.89,5,257,5,0,1,0,"RandD","low"
"1822",0.1,0.93,6,258,4,0,1,0,"RandD","medium"
"1823",0.39,0.5,2,151,3,0,1,0,"RandD","medium"
"1824",0.14,0.47,4,175,2,0,1,0,"RandD","medium"
"1825",0.82,0.92,4,252,5,0,1,0,"marketing","medium"
"1826",0.09,0.9,6,295,4,0,1,0,"accounting","low"
"1827",0.54,0.83,6,165,6,0,1,0,"support","low"
"1828",0.61,0.58,2,264,4,0,1,0,"technical","low"
"1829",0.1,0.79,6,275,4,0,1,0,"management","low"
"1830",0.1,0.9,6,299,4,0,1,0,"marketing","low"
"1831",0.36,0.49,2,147,3,0,1,0,"marketing","low"
"1832",0.1,0.97,7,306,4,0,1,0,"marketing","low"
"1833",0.84,1,5,242,5,0,1,0,"sales","low"
"1834",0.38,0.51,2,159,3,0,1,0,"sales","low"
"1835",0.41,0.49,2,147,3,0,1,0,"sales","low"
"1836",0.37,0.51,2,154,3,1,1,0,"sales","low"
"1837",0.43,0.56,2,129,3,0,1,0,"sales","low"
"1838",0.46,0.53,2,161,3,0,1,0,"sales","low"
"1839",0.09,0.84,6,269,4,0,1,0,"sales","low"
"1840",0.78,0.86,5,274,5,0,1,0,"sales","low"
"1841",0.45,0.53,2,159,3,0,1,0,"sales","low"
"1842",0.42,0.47,2,135,3,0,1,0,"sales","low"
"1843",0.46,0.53,2,147,3,0,1,0,"sales","low"
"1844",0.39,0.49,2,142,3,0,1,0,"sales","low"
"1845",0.36,0.51,2,130,3,0,1,0,"sales","low"
"1846",0.43,0.53,2,147,3,0,1,0,"sales","medium"
"1847",0.85,0.87,5,246,5,1,1,0,"sales","medium"
"1848",0.11,0.92,6,281,4,0,1,0,"sales","medium"
"1849",0.11,0.9,6,253,4,0,1,0,"sales","medium"
"1850",0.38,0.47,2,128,3,0,1,0,"sales","medium"
"1851",0.43,0.57,2,129,3,0,1,0,"sales","medium"
"1852",0.75,1,5,223,6,0,1,0,"accounting","medium"
"1853",0.11,0.92,6,269,4,0,1,0,"accounting","medium"
"1854",0.1,0.9,7,269,4,0,1,0,"accounting","medium"
"1855",0.1,0.81,7,244,5,0,1,0,"hr","medium"
"1856",0.37,0.5,2,154,3,0,1,0,"hr","medium"
"1857",0.11,0.93,5,140,5,0,1,0,"hr","medium"
"1858",0.45,0.46,2,159,3,0,1,0,"hr","high"
"1859",0.44,0.48,2,158,3,0,1,0,"technical","low"
"1860",0.44,0.56,2,133,3,0,1,0,"technical","medium"
"1861",0.11,0.77,6,247,4,0,1,0,"technical","medium"
"1862",0.79,0.93,5,268,5,0,1,0,"technical","medium"
"1863",0.8,0.9,5,267,5,0,1,0,"technical","medium"
"1864",0.1,0.87,7,251,5,0,1,0,"technical","low"
"1865",0.09,0.93,6,279,4,0,1,0,"technical","low"
"1866",0.7,0.84,6,161,4,0,1,0,"technical","low"
"1867",0.72,0.84,4,256,5,0,1,0,"technical","low"
"1868",0.11,0.8,6,304,4,0,1,0,"technical","low"
"1869",0.39,0.51,2,137,3,0,1,0,"technical","low"
"1870",0.4,0.49,2,144,3,0,1,0,"support","low"
"1871",0.43,0.54,2,142,3,0,1,0,"support","low"
"1872",0.76,0.87,5,262,5,0,1,0,"support","low"
"1873",0.4,0.48,2,142,3,0,1,0,"support","low"
"1874",0.09,0.89,6,282,4,0,1,0,"support","low"
"1875",0.37,0.54,2,157,3,0,1,0,"support","low"
"1876",0.87,0.91,5,228,5,0,1,0,"support","low"
"1877",0.1,0.86,6,283,4,0,1,0,"support","low"
"1878",0.11,0.86,6,286,4,0,1,0,"support","low"
"1879",0.43,0.5,2,148,3,0,1,0,"support","low"
"1880",0.1,0.81,6,245,4,0,1,0,"support","low"
"1881",0.11,0.95,6,279,4,0,1,0,"technical","low"
"1882",0.85,0.87,5,245,5,0,1,0,"technical","low"
"1883",0.37,0.49,2,138,3,0,1,0,"technical","low"
"1884",0.44,0.52,2,141,3,0,1,0,"management","low"
"1885",0.1,0.83,7,302,5,0,1,0,"IT","medium"
"1886",0.11,0.89,6,268,4,0,1,0,"IT","medium"
"1887",0.87,0.88,5,240,5,0,1,0,"IT","medium"
"1888",0.39,0.49,2,127,3,0,1,0,"IT","medium"
"1889",0.1,0.94,7,264,4,0,1,0,"IT","medium"
"1890",0.44,0.53,2,155,3,0,1,0,"product_mng","medium"
"1891",0.4,0.49,2,143,3,0,1,0,"product_mng","medium"
"1892",0.76,0.98,5,217,6,0,1,0,"product_mng","medium"
"1893",0.46,0.55,2,147,3,0,1,0,"product_mng","medium"
"1894",0.9,0.92,4,271,5,0,1,0,"IT","medium"
"1895",0.85,0.87,4,273,5,0,1,0,"RandD","medium"
"1896",0.1,0.78,5,285,4,1,1,0,"RandD","medium"
"1897",0.43,0.49,2,131,3,0,1,0,"RandD","high"
"1898",0.2,0.5,5,135,6,0,1,0,"RandD","low"
"1899",0.81,0.92,5,239,5,0,1,0,"RandD","medium"
"1900",0.83,0.85,5,237,5,0,1,0,"marketing","medium"
"1901",0.14,0.75,4,277,5,1,1,0,"sales","medium"
"1902",0.1,0.84,5,303,5,0,1,0,"accounting","medium"
"1903",0.91,0.98,4,242,6,0,1,0,"support","low"
"1904",0.37,0.57,2,158,3,0,1,0,"technical","low"
"1905",0.42,0.57,2,147,3,1,1,0,"management","low"
"1906",0.39,0.68,2,282,5,0,1,0,"marketing","low"
"1907",0.39,0.54,2,154,3,0,1,0,"marketing","low"
"1908",0.44,0.52,2,149,3,0,1,0,"marketing","low"
"1909",0.37,0.45,2,149,3,0,1,0,"sales","low"
"1910",0.39,0.53,2,146,3,0,1,0,"sales","low"
"1911",0.72,0.94,4,258,5,0,1,0,"sales","low"
"1912",0.37,0.49,2,148,3,0,1,0,"sales","low"
"1913",0.82,0.94,5,236,5,0,1,0,"sales","low"
"1914",0.42,0.52,2,134,3,0,1,0,"sales","low"
"1915",0.59,1,2,155,5,0,1,0,"sales","low"
"1916",0.82,0.86,5,257,5,0,1,0,"sales","low"
"1917",0.73,0.97,6,189,2,0,1,0,"sales","low"
"1918",0.78,0.66,3,164,3,0,1,0,"sales","low"
"1919",0.09,0.95,6,271,4,0,1,0,"sales","low"
"1920",0.1,0.97,6,280,4,0,1,0,"sales","low"
"1921",0.45,0.46,2,149,3,0,1,0,"sales","low"
"1922",0.83,0.81,5,219,5,0,1,0,"sales","low"
"1923",0.43,0.51,2,128,3,0,1,0,"sales","low"
"1924",0.4,0.47,2,128,3,0,1,0,"sales","medium"
"1925",0.43,0.46,2,157,3,0,1,0,"sales","medium"
"1926",0.78,0.93,4,225,5,0,1,0,"sales","medium"
"1927",0.39,0.45,2,140,3,0,1,0,"sales","medium"
"1928",0.11,0.97,6,310,4,0,1,0,"accounting","medium"
"1929",0.36,0.52,2,143,3,0,1,0,"accounting","medium"
"1930",0.36,0.54,2,153,3,0,1,0,"accounting","medium"
"1931",0.1,0.79,7,310,4,0,1,0,"hr","medium"
"1932",0.4,0.47,2,136,3,0,1,0,"hr","medium"
"1933",0.81,0.85,4,251,6,0,1,0,"hr","medium"
"1934",0.4,0.47,2,144,3,0,1,0,"hr","medium"
"1935",0.09,0.93,6,296,4,0,1,0,"technical","medium"
"1936",0.76,0.89,5,238,5,0,1,0,"technical","high"
"1937",0.73,0.93,5,162,4,0,1,0,"technical","low"
"1938",0.38,0.49,2,137,3,0,1,0,"technical","medium"
"1939",0.72,0.84,5,257,5,0,1,0,"technical","medium"
"1940",0.4,0.56,2,148,3,0,1,0,"technical","medium"
"1941",0.91,0.99,5,254,5,0,1,0,"technical","medium"
"1942",0.85,0.85,4,247,6,0,1,0,"technical","low"
"1943",0.9,0.7,5,206,4,0,1,0,"technical","low"
"1944",0.46,0.55,2,145,3,0,1,0,"technical","low"
"1945",0.43,0.57,2,159,3,1,1,0,"technical","low"
"1946",0.89,0.88,5,228,5,1,1,0,"support","low"
"1947",0.09,0.81,6,257,4,0,1,0,"support","low"
"1948",0.4,0.48,2,155,3,0,1,0,"support","low"
"1949",0.76,0.83,6,293,6,0,1,0,"support","low"
"1950",0.4,0.57,2,151,3,0,1,0,"support","low"
"1951",0.37,0.48,2,160,3,0,1,0,"support","low"
"1952",0.37,0.53,2,143,3,0,1,0,"support","low"
"1953",0.11,0.96,6,280,4,0,1,0,"support","low"
"1954",0.37,0.52,2,158,3,0,1,0,"support","low"
"1955",0.09,0.89,7,310,4,0,1,0,"support","low"
"1956",0.88,0.86,5,258,5,0,1,0,"support","low"
"1957",0.84,0.94,5,262,5,0,1,0,"technical","low"
"1958",0.1,0.98,6,265,4,0,1,0,"technical","low"
"1959",0.41,0.47,2,143,3,1,1,0,"technical","low"
"1960",0.84,0.91,5,232,6,0,1,0,"management","low"
"1961",0.41,0.55,2,161,3,0,1,0,"IT","low"
"1962",0.53,0.76,5,132,6,0,1,0,"IT","low"
"1963",0.42,0.47,2,139,3,1,1,0,"IT","medium"
"1964",0.36,0.5,2,131,3,0,1,0,"IT","medium"
"1965",0.38,0.52,2,161,3,0,1,0,"IT","medium"
"1966",0.36,0.48,2,152,3,0,1,0,"product_mng","medium"
"1967",0.46,0.54,2,138,3,0,1,0,"product_mng","medium"
"1968",0.37,0.47,2,159,3,1,1,0,"product_mng","medium"
"1969",0.42,0.49,2,153,3,0,1,0,"product_mng","medium"
"1970",0.44,0.56,2,156,3,0,1,0,"IT","medium"
"1971",0.92,0.82,5,265,5,0,1,0,"RandD","medium"
"1972",0.1,0.79,6,301,5,0,1,0,"RandD","medium"
"1973",0.76,1,4,220,6,0,1,0,"RandD","medium"
"1974",0.11,0.79,6,247,4,0,1,0,"RandD","medium"
"1975",0.43,0.48,2,136,3,0,1,0,"RandD","high"
"1976",0.4,0.49,2,160,3,0,1,0,"marketing","low"
"1977",0.11,0.84,7,310,4,0,1,0,"sales","medium"
"1978",0.84,0.82,5,240,5,0,1,0,"accounting","medium"
"1979",0.84,0.84,5,238,5,0,1,0,"support","medium"
"1980",0.51,0.6,7,243,5,0,1,0,"technical","medium"
"1981",0.66,0.91,5,248,4,0,1,0,"management","low"
"1982",0.42,0.56,2,137,3,0,1,0,"marketing","low"
"1983",0.38,0.49,2,155,3,0,1,0,"marketing","low"
"1984",0.15,0.63,7,229,3,0,1,0,"marketing","low"
"1985",0.38,0.53,2,140,3,0,1,0,"sales","low"
"1986",0.43,0.54,2,156,3,0,1,0,"sales","low"
"1987",0.37,0.57,2,147,3,0,1,0,"sales","low"
"1988",0.11,0.92,7,293,4,0,1,0,"sales","low"
"1989",0.41,0.53,2,157,3,0,1,0,"sales","low"
"1990",0.84,0.96,4,247,5,0,1,0,"sales","low"
"1991",0.4,0.51,2,148,3,0,1,0,"sales","low"
"1992",0.58,0.74,4,215,3,0,0,0,"sales","low"
"1993",0.82,0.67,2,202,3,0,0,0,"sales","low"
"1994",0.45,0.69,5,193,3,0,0,0,"sales","low"
"1995",0.78,0.82,5,247,3,0,0,0,"sales","low"
"1996",0.49,0.6,3,214,2,0,0,0,"sales","low"
"1997",0.36,0.95,3,206,4,0,0,0,"sales","low"
"1998",0.54,0.37,2,176,2,0,0,0,"sales","low"
"1999",0.99,0.91,5,136,4,0,0,0,"sales","low"
"2000",0.5,0.75,6,127,3,0,0,0,"sales","low"
"2001",0.74,0.64,4,268,3,0,0,0,"sales","low"
"2002",0.56,0.58,4,258,3,0,0,0,"sales","medium"
"2003",0.34,0.39,2,136,3,0,0,0,"sales","medium"
"2004",0.48,0.94,5,255,6,0,0,0,"accounting","medium"
"2005",0.73,0.62,3,218,3,0,0,0,"accounting","medium"
"2006",0.59,0.87,3,268,4,0,0,0,"accounting","medium"
"2007",0.81,0.57,3,224,2,0,0,0,"hr","medium"
"2008",0.9,0.66,3,231,3,0,0,0,"hr","medium"
"2009",0.41,0.84,6,191,6,0,0,0,"hr","medium"
"2010",0.89,0.92,4,165,5,0,0,0,"hr","medium"
"2011",0.48,0.84,4,252,3,0,0,0,"technical","medium"
"2012",0.79,0.97,5,266,2,0,0,0,"technical","medium"
"2013",0.98,0.66,5,248,3,0,0,0,"technical","medium"
"2014",0.75,0.7,4,144,4,0,0,0,"technical","high"
"2015",1,0.41,4,174,3,0,0,0,"technical","low"
"2016",0.24,0.82,5,179,6,0,0,0,"technical","medium"
"2017",0.84,0.43,6,246,4,0,0,0,"technical","medium"
"2018",0.56,0.86,4,201,3,1,0,0,"technical","medium"
"2019",0.92,0.93,4,208,3,0,0,0,"technical","medium"
"2020",0.61,0.98,3,267,3,0,0,0,"technical","low"
"2021",0.84,0.77,4,262,4,0,0,0,"technical","low"
"2022",0.85,0.59,3,235,3,0,0,0,"support","low"
"2023",0.67,0.57,2,160,4,0,0,0,"support","low"
"2024",0.54,0.94,4,267,4,0,0,0,"support","low"
"2025",0.75,0.56,5,175,4,0,0,0,"support","low"
"2026",0.82,0.79,4,224,2,0,0,0,"support","low"
"2027",0.76,0.6,4,177,2,0,0,0,"support","low"
"2028",0.19,0.53,6,191,4,0,0,0,"support","low"
"2029",0.61,0.41,3,138,3,0,0,0,"support","low"
"2030",0.51,0.8,3,218,2,1,0,0,"support","low"
"2031",0.52,0.88,3,179,2,1,0,0,"support","low"
"2032",0.74,0.58,3,241,3,0,0,0,"support","low"
"2033",0.98,0.91,4,240,3,0,0,0,"technical","low"
"2034",0.71,0.92,3,202,4,0,0,0,"technical","low"
"2035",0.33,0.88,6,260,3,0,0,0,"technical","low"
"2036",0.98,0.97,3,196,3,0,0,0,"management","low"
"2037",0.52,0.59,2,176,3,1,0,0,"IT","low"
"2038",0.84,0.65,2,140,3,0,0,0,"IT","low"
"2039",0.87,0.5,3,242,2,0,0,0,"IT","low"
"2040",0.48,0.85,3,279,4,0,0,0,"IT","low"
"2041",0.58,0.55,4,202,3,0,0,0,"IT","medium"
"2042",0.58,0.84,5,228,3,0,0,0,"product_mng","medium"
"2043",0.73,0.69,4,171,3,0,0,0,"product_mng","medium"
"2044",0.68,0.54,4,153,3,0,0,0,"product_mng","medium"
"2045",0.41,0.68,3,165,3,1,0,0,"product_mng","medium"
"2046",0.85,0.6,3,182,3,0,0,0,"IT","medium"
"2047",0.54,0.7,5,239,5,0,0,0,"RandD","medium"
"2048",0.81,0.61,5,231,2,0,0,0,"RandD","medium"
"2049",0.7,0.52,4,255,3,0,0,0,"RandD","medium"
"2050",0.63,0.66,4,237,2,1,0,0,"RandD","medium"
"2051",0.68,0.54,3,251,2,0,0,0,"RandD","medium"
"2052",0.7,0.53,4,178,2,0,0,0,"marketing","medium"
"2053",0.82,0.65,4,148,3,0,0,0,"sales","high"
"2054",0.72,0.94,4,240,4,0,0,0,"accounting","low"
"2055",0.77,0.78,3,269,3,0,0,0,"support","medium"
"2056",0.86,0.91,4,147,3,0,0,0,"technical","medium"
"2057",0.15,0.97,3,198,5,0,0,0,"management","medium"
"2058",0.81,0.99,5,143,3,0,0,0,"marketing","medium"
"2059",0.93,0.98,3,238,2,0,0,0,"marketing","low"
"2060",0.62,0.74,4,213,4,0,0,0,"marketing","low"
"2061",0.53,0.81,3,226,3,1,0,0,"sales","low"
"2062",0.86,0.99,3,169,2,1,0,0,"sales","low"
"2063",0.92,0.65,4,238,2,0,0,0,"sales","low"
"2064",0.97,0.83,4,202,3,0,0,0,"sales","low"
"2065",0.39,0.78,2,205,6,1,0,0,"sales","low"
"2066",0.45,0.66,3,111,4,0,0,0,"sales","low"
"2067",0.41,0.47,4,104,3,0,0,0,"sales","low"
"2068",0.51,0.69,3,212,3,0,0,0,"sales","low"
"2069",0.74,0.62,4,236,4,0,0,0,"sales","low"
"2070",0.69,0.57,5,245,2,1,0,0,"sales","low"
"2071",0.84,0.64,4,267,4,0,0,0,"sales","low"
"2072",0.69,0.66,5,106,5,0,0,0,"sales","low"
"2073",0.93,0.53,5,198,3,0,0,0,"sales","low"
"2074",0.33,0.45,6,239,3,0,0,0,"sales","low"
"2075",0.25,0.65,5,220,3,0,0,0,"sales","low"
"2076",0.63,0.59,5,224,3,0,0,0,"sales","low"
"2077",0.81,0.62,3,100,3,0,0,0,"sales","low"
"2078",0.12,0.87,4,244,5,0,0,0,"sales","low"
"2079",0.52,0.66,4,139,3,0,0,0,"sales","low"
"2080",0.57,0.51,2,152,2,0,0,0,"accounting","medium"
"2081",0.84,0.58,4,208,3,0,0,0,"accounting","medium"
"2082",0.6,0.95,5,205,3,0,0,0,"accounting","medium"
"2083",0.73,0.44,2,194,6,0,0,0,"hr","medium"
"2084",0.2,0.58,3,209,5,0,0,0,"hr","medium"
"2085",0.58,0.9,3,212,3,0,0,0,"hr","medium"
"2086",0.48,0.56,2,151,3,0,0,0,"hr","medium"
"2087",0.54,0.67,4,282,6,0,0,0,"technical","medium"
"2088",0.86,1,4,256,3,0,0,0,"technical","medium"
"2089",0.94,0.83,2,185,3,1,0,0,"technical","medium"
"2090",0.76,0.74,5,132,3,0,0,0,"technical","medium"
"2091",0.61,0.95,5,233,3,0,0,0,"technical","medium"
"2092",0.56,0.94,4,215,2,0,0,0,"technical","high"
"2093",1,0.74,3,220,4,0,0,0,"technical","low"
"2094",0.15,0.53,6,222,3,0,0,0,"technical","medium"
"2095",0.19,0.58,5,182,2,0,0,0,"technical","medium"
"2096",0.17,0.73,5,258,4,0,0,0,"technical","medium"
"2097",0.71,0.57,3,209,2,0,0,0,"technical","medium"
"2098",0.86,0.79,3,242,2,0,0,0,"support","low"
"2099",0.59,0.88,4,155,3,1,0,0,"support","low"
"2100",0.74,0.76,5,104,4,0,0,0,"support","low"
"2101",0.98,0.92,4,201,3,1,0,0,"support","low"
"2102",0.93,0.75,5,143,3,0,0,0,"support","low"
"2103",1,0.92,5,161,3,1,0,0,"support","low"
"2104",0.59,0.81,4,200,2,0,0,0,"support","low"
"2105",0.98,0.55,4,255,2,0,0,0,"support","low"
"2106",0.35,0.5,5,227,2,0,0,0,"support","low"
"2107",0.42,0.96,3,270,6,0,0,0,"support","low"
"2108",0.61,0.85,5,230,3,0,0,0,"support","low"
"2109",0.78,0.72,5,270,3,1,0,0,"technical","low"
"2110",0.93,0.52,4,200,3,0,0,0,"technical","low"
"2111",0.5,0.95,5,207,3,0,0,0,"technical","low"
"2112",0.67,0.51,5,182,3,0,0,0,"management","low"
"2113",0.75,0.85,4,234,3,0,0,0,"IT","low"
"2114",0.79,0.51,4,237,2,0,0,0,"IT","low"
"2115",0.84,0.89,4,187,2,1,0,0,"IT","low"
"2116",0.72,0.5,3,257,6,0,0,0,"IT","low"
"2117",0.57,0.48,2,194,2,0,0,0,"IT","low"
"2118",0.73,0.52,4,162,3,0,0,0,"product_mng","low"
"2119",0.74,0.58,4,148,2,0,0,0,"product_mng","medium"
"2120",0.52,0.83,4,210,2,0,0,0,"product_mng","medium"
"2121",0.56,0.76,3,213,2,1,0,0,"product_mng","medium"
"2122",0.76,0.68,4,189,2,1,0,0,"IT","medium"
"2123",0.82,0.93,4,185,2,0,0,0,"RandD","medium"
"2124",0.76,0.83,3,186,2,1,0,0,"RandD","medium"
"2125",0.62,0.59,3,128,3,0,0,0,"RandD","medium"
"2126",0.48,0.8,4,268,3,0,0,0,"RandD","medium"
"2127",0.64,0.77,3,213,3,1,0,0,"RandD","medium"
"2128",0.74,0.82,4,142,2,0,0,0,"marketing","medium"
"2129",0.52,0.43,2,199,2,0,0,0,"sales","medium"
"2130",0.67,0.5,4,157,2,0,0,0,"accounting","medium"
"2131",0.71,0.76,5,172,2,1,0,0,"support","high"
"2132",0.72,0.63,3,176,3,1,0,0,"technical","low"
"2133",0.33,0.58,2,183,2,0,0,0,"management","medium"
"2134",0.91,0.56,4,270,2,0,0,0,"marketing","medium"
"2135",0.88,0.68,5,157,4,1,0,0,"marketing","medium"
"2136",0.96,0.6,4,185,3,0,0,0,"marketing","medium"
"2137",0.97,0.68,3,167,3,0,0,0,"sales","low"
"2138",0.27,0.59,5,226,5,0,0,0,"sales","low"
"2139",0.65,0.64,3,223,4,0,0,0,"sales","low"
"2140",0.68,0.73,3,257,3,0,0,0,"sales","low"
"2141",0.68,0.46,4,143,3,0,0,0,"sales","low"
"2142",0.69,0.74,3,215,2,0,0,0,"sales","low"
"2143",0.79,0.99,3,194,4,0,0,0,"sales","low"
"2144",0.74,0.92,5,193,3,0,0,0,"sales","low"
"2145",0.8,0.83,3,163,3,0,0,0,"sales","low"
"2146",0.38,0.94,5,252,5,0,0,0,"sales","low"
"2147",0.26,0.83,3,168,3,0,0,0,"sales","low"
"2148",0.81,0.86,3,231,3,0,0,0,"sales","low"
"2149",0.67,0.54,2,141,2,0,0,0,"sales","low"
"2150",0.55,0.81,4,260,2,0,0,0,"sales","low"
"2151",0.87,0.71,3,132,2,0,0,0,"sales","low"
"2152",0.46,0.69,2,159,2,0,0,0,"sales","low"
"2153",0.63,0.57,4,177,3,1,0,0,"sales","low"
"2154",0.54,0.96,4,248,3,0,0,0,"sales","low"
"2155",1,0.49,3,185,2,0,0,0,"sales","low"
"2156",0.97,0.66,4,149,2,0,0,0,"accounting","low"
"2157",0.9,0.92,3,152,3,0,0,0,"accounting","low"
"2158",0.75,0.7,3,129,3,0,0,0,"accounting","medium"
"2159",0.92,0.84,4,208,2,0,0,0,"hr","medium"
"2160",0.8,0.94,4,136,2,0,0,0,"hr","medium"
"2161",0.57,0.81,3,142,2,0,0,0,"hr","medium"
